sensor_x,sensor_y,sensor_z
456.7375839516933,1504.2952361062273,557.0
457.53439996756987,1508.2913384799892,557.0
452.22854117325346,1508.9257085648085,557.0
461.51068098516623,1505.4393211303345,557.0
451.83234747859734,1504.6023122172464,557.0
460.3392850428377,1501.2773303560941,557.0
455.5223566655178,1506.0287885218463,557.0
459.5874433566624,1500.0895552096504,557.0
455.394550143677,1500.6095362456788,557.0
453.09528530000017,1502.9235360207808,557.0
454.6019847583223,1507.9224812324585,557.0
459.25585779540665,1501.6359765519146,557.0
460.09889244056257,1499.3630771481314,557.0
455.10238183137494,1500.816197342824,557.0
459.64506668539707,1502.0983421422404,557.0
454.51829580117504,1508.9608938831245,557.0
457.394419770587,1505.3998340211901,557.0
461.619606643462,1508.5466260032147,557.0
459.7705677775233,1508.0169815052873,557.0
459.930803215621,1507.7229976733192,557.0
460.68430706734875,1505.1200060647927,557.0
461.14004709792357,1501.321259453591,557.0
452.59080414495315,1503.1916300302842,557.0
455.42806791391615,1506.7425639376763,557.0
457.36808800860206,1505.2519158614748,557.0
460.7467856948851,1504.3807507797328,557.0
453.1510738216904,1500.6653356242323,557.0
456.0151699688072,1502.6959151180522,557.0
456.1189341841872,1505.4583050747824,557.0
454.08825054127993,1500.9173351362422,557.0
459.1100066556868,1503.9538676821433,557.0
458.7041857506453,1505.6875421871716,557.0
456.3097267430644,1502.9841127730886,557.0
451.8059939435443,1509.0012739605318,557.0
455.1743470900945,1503.4530980228299,557.0
455.3264774699509,1499.9849978336324,557.0
457.77441216426564,1508.2950171548327,557.0
452.04738523473117,1505.131245361483,557.0
456.0306358535132,1507.4958699837327,557.0
456.7354267820632,1509.2374472296892,557.0
459.81495236649977,1508.3423748448936,557.0
455.79795182340746,1503.4575163250097,557.0
452.334964332534,1508.3800947578745,557.0
458.40057638915016,1503.2409342516785,557.0
458.29517905142046,1500.351524719784,557.0
453.946807369142,1503.58721664879,557.0
460.0606502344808,1506.0962876981407,557.0
458.14623007345926,1502.6549816633951,557.0
459.11544570016406,1503.3964225709487,557.0
458.7043271568574,1504.537191822786,557.0
456.0328593916478,1503.7836606415385,557.0
454.3302448359992,1507.7150721809433,557.0
459.87456969644376,1505.1905526080063,557.0
458.5215073636257,1503.3434871452332,557.0
454.7257403137732,1505.7046997597754,557.0
456.92847223133,1506.7717069955138,557.0
455.73017737427546,1507.197092341488,557.0
458.1727829114582,1507.541330663966,557.0
457.44874228213035,1500.1080923568259,557.0
460.71941245018303,1501.681344513789,557.0
460.38886910118987,1505.070166182263,557.0
460.1711782648752,1499.3817981659215,557.0
456.65789649596235,1506.8693517032234,557.0
451.7632151229501,1499.6060632885278,557.0
454.97502869939945,1505.454636456496,557.0
460.4659582081084,1499.987900530412,557.0
454.346780566472,1503.270417493244,557.0
456.77390305155063,1501.4147770125062,557.0
456.77572591201914,1502.1101762995572,557.0
460.992034956076,1503.852453742125,557.0
461.62752302355096,1503.0881936864141,557.0
458.8437158957733,1507.5321100044318,557.0
454.50190241431017,1502.252096372753,557.0
459.31127819649953,1503.3701350582814,557.0
455.47704069764774,1507.3234246291825,557.0
453.4668785734027,1507.2716965714678,557.0
455.913085875427,1508.6860319137502,557.0
458.17654069392574,1501.038698342874,557.0
455.69653459417236,1508.3959515334275,557.0
456.85903018896926,1502.6039775780325,557.0
452.19574278216794,1501.8248417767381,557.0
455.4438516095452,1506.5799450536806,557.0
456.80854645400063,1501.7378262983884,557.0
452.86478111253,1501.3424854386901,557.0
452.9138021661596,1501.1594125838371,557.0
460.49893783529006,1501.9967324657407,557.0
452.9742180774706,1506.4171662700987,557.0
452.8767634806501,1503.6326443246303,557.0
453.5158077496564,1504.4911662009154,557.0
459.1153294805629,1501.4938562098075,557.0
460.65786943369466,1503.463112607615,557.0
453.7128745142322,1507.9329823343799,557.0
452.5522684003323,1509.2143447776778,557.0
456.54284168536014,1509.0773004405978,557.0
459.150059218489,1505.792515051659,557.0
454.435643208041,1502.9690389305113,557.0
457.18822523857045,1505.1370023687664,557.0
454.71874797289126,1503.573512670399,557.0
461.36892591397753,1502.8151068376196,557.0
459.10418659330213,1505.251563444032,557.0
456.76452531967044,1505.8200285638052,557.0
455.71478177495413,1503.7083449846318,557.0
459.4147676667666,1504.0529104195787,557.0
453.59687335310724,1503.7232294512867,557.0
452.33891116868506,1499.4396822060585,557.0
461.6881645378271,1507.5780342672801,557.0
459.1533134535326,1507.4388850694336,557.0
458.0809252366882,1506.0937831839763,557.0
460.07025521260766,1505.673321640123,557.0
460.6678781942025,1502.8769874600484,557.0
456.5410881227537,1502.5972283366093,557.0
456.593592929859,1502.76485844926,557.0
456.5474648387917,1500.7009088674235,557.0
452.55076594868336,1499.9389420623438,557.0
452.2153112992562,1506.0275470546064,557.0
456.2194013315393,1502.5990939252677,557.0
454.4445425240768,1508.9216713768976,557.0
452.9538673334296,1509.1937875096737,557.0
454.696583773244,1505.464490815433,557.0
453.5922866842692,1502.2162636247917,557.0
452.8586085318106,1505.417478273147,557.0
454.8889958381132,1508.0667283495393,557.0
454.8276961483037,1506.1835519111796,557.0
453.03402083202093,1504.9389599813378,557.0
452.01247598095983,1504.9806471810718,557.0
459.39704186039774,1504.3093961573989,557.0
460.5028599219647,1500.9527984374276,557.0
456.6996173486486,1507.374505641858,557.0
457.4484252499463,1500.109663492736,557.0
456.88536424631064,1507.7380277368372,557.0
454.25591979831034,1505.6926318001665,557.0
460.89145836699953,1500.1478776475115,557.0
454.7298529363298,1503.7000634147273,557.0
457.56584245189066,1501.9896810786286,557.0
459.1398292051713,1507.9284840494483,557.0
456.0946517789982,1500.8739382311153,557.0
455.23847661757117,1500.2630360612882,557.0
457.145778295635,1507.9250511790356,557.0
456.74106411849783,1505.0929920694452,557.0
454.04842006687153,1506.8622526665758,557.0
452.0741557273481,1505.0523928108366,557.0
460.95031378160394,1505.1609865207608,557.0
456.18649890341095,1503.1175054552195,557.0
455.65637295071696,1502.7891274748058,557.0
455.3386672757044,1504.5783033024095,557.0
452.8044422636291,1504.9274956444192,557.0
453.5004731611998,1506.572183560013,557.0
456.66595810696396,1500.9150938523264,557.0
460.1445547168231,1509.066360318656,557.0
459.0865739705873,1505.9665108858176,557.0
455.215260711205,1508.6299614204595,557.0
452.37453555512263,1507.2088038700415,557.0
460.6405874252239,1505.4364223099192,557.0
452.4624495567569,1505.43233577345,557.0
451.95819733853597,1505.6581348826205,557.0
460.9390006067348,1503.8136365181124,557.0
458.2948350601022,1500.0088115058288,557.0
461.0715922365337,1506.3372968466513,557.0
452.83915364052837,1506.7346138981818,557.0
457.8861135702189,1508.423973429388,557.0
455.97897587929674,1503.7235355486737,557.0
456.5849213013967,1501.278642790999,557.0
459.2324897634488,1501.9717203953155,557.0
453.01666882701903,1508.4563479982326,557.0
456.0112755295143,1503.354166405674,557.0
454.60646176730904,1509.2876309980877,557.0
454.943377031274,1508.3273487365811,557.0
458.6021490082691,1505.2625514559,557.0
460.9560664307345,1506.8422404117955,557.0
455.2135850833881,1508.7076693841182,557.0
451.8252361993136,1504.7273014835293,557.0
460.6863699507917,1504.5172049482533,557.0
460.43434743901196,1501.4810948215058,557.0
459.78349613493447,1500.8845573813373,557.0
456.5136684263135,1504.624368001916,557.0
455.83092492773426,1503.3793000342796,557.0
456.6271836061103,1507.2724076632837,557.0
461.7104883978801,1500.1569487381203,557.0
457.4826197470744,1506.0469881026609,557.0
461.05071549303307,1505.5378831234004,557.0
457.0033528664529,1508.691795642123,557.0
460.517365331494,1507.8104449247328,557.0
460.0825341255597,1506.1280573293204,557.0
456.1897055525444,1508.319280029811,557.0
458.6502126143834,1507.2323508849554,557.0
