sensor_x,sensor_y,sensor_z
144.75041348761332,1196.2373495419697,765.0
144.54107366038187,1196.3516483171209,765.0
144.9410332449589,1196.101475008789,765.0
144.41397831003218,1196.4215589481316,765.0
145.05087558046253,1195.7966969964716,765.0
144.99825912472147,1196.4455202990628,765.0
144.28660429218945,1196.0615789845397,765.0
144.67791979169803,1195.8933838470175,765.0
144.33112396316756,1196.7169169160607,765.0
144.40155383619046,1196.40966592084,765.0
145.2134639817777,1196.4528643766987,765.0
145.0756893703718,1196.011707348992,765.0
145.16618635476252,1196.144918671181,765.0
144.60525523485452,1196.4724848110282,765.0
144.8433553140446,1196.2854912361006,765.0
144.3670370158609,1195.7457407446502,765.0
144.27669550549513,1196.6732321068177,765.0
144.83645117581625,1195.7596020319506,765.0
144.6890492601217,1196.310072655465,765.0
144.55012403636024,1196.4421683973212,765.0
145.00620873875786,1196.6519545361066,765.0
145.20942941376418,1195.8892879590596,765.0
145.15686688946704,1196.5503956108944,765.0
144.32910613312717,1196.6312836901614,765.0
144.72193696760905,1196.4627936001002,765.0
144.27665136768994,1195.8205174342072,765.0
144.84531278179682,1195.7860871165249,765.0
145.03373273186676,1196.0006730447333,765.0
144.3395069506937,1196.0492509258058,765.0
144.37329824832693,1195.753065898425,765.0
144.32765590464442,1195.883928132995,765.0
144.5956372299961,1196.173219667142,765.0
144.81796927179624,1196.6610204296003,765.0
144.7035345453259,1196.6591975361391,765.0
144.66930681770376,1196.1573765149305,765.0
145.21689271836755,1196.6237421803605,765.0
144.25660587473595,1196.0104929754812,765.0
144.36909473108025,1195.8319293743775,765.0
145.0870011808746,1195.9607637444337,765.0
144.37430986870956,1195.974909179415,765.0
144.94292480269567,1196.359160360073,765.0
144.62995205076564,1195.9753989961428,765.0
144.58387223336834,1196.728096197848,765.0
144.9110201552064,1196.3045981199496,765.0
144.45981135331385,1196.188148351091,765.0
145.0204992641112,1196.6155306199303,765.0
144.35652825249463,1195.914403685943,765.0
144.63583945838874,1196.3789014642591,765.0
145.20522496170295,1196.4705070572293,765.0
144.5390181717068,1196.6734681719079,765.0
145.1425117799942,1196.1709469140296,765.0
144.78888234281303,1196.7174619928505,765.0
144.94696244854606,1196.5499411482638,765.0
144.60948622102697,1196.4259953178262,765.0
144.62973649824815,1196.2973940573104,765.0
144.3911984562845,1195.7392019783763,765.0
144.47646965407563,1195.9810177453073,765.0
144.4090157520999,1196.0102766657546,765.0
145.04151684325228,1196.6387474659869,765.0
144.38640555975792,1195.9225334792764,765.0
144.60878478726264,1196.3919449243756,765.0
144.6745207616609,1195.9686374582227,765.0
144.5595214828515,1196.5997605940686,765.0
144.4961210843776,1196.1681742435303,765.0
144.6700591129686,1196.1374075811268,765.0
144.8028846723242,1196.3228196517941,765.0
144.6372625148131,1196.4344511909312,765.0
144.3280296807097,1195.9733139175978,765.0
144.6471984633888,1196.286820004,765.0
144.46168486465885,1195.7805632338468,765.0
144.95850901401826,1196.1527048322628,765.0
144.75729734940177,1195.9250512105464,765.0
145.20560419426488,1196.1899945218413,765.0
145.18884919009975,1196.626829435506,765.0
144.61497005714892,1196.3163955342616,765.0
144.43398091401374,1196.3144618018296,765.0
145.09298586022985,1196.5704050282286,765.0
144.27734188251216,1195.8271601508657,765.0
144.89027733211813,1196.1393840342198,765.0
144.87462929014978,1196.1223924735132,765.0
144.2624846727367,1195.919578014536,765.0
144.79549689931062,1196.1575819684335,765.0
144.2629004169278,1196.501425746977,765.0
144.33141353070857,1196.533596239355,765.0
144.36427759329368,1196.6921503823928,765.0
144.9409396304966,1196.2077650256397,765.0
144.32745654455834,1196.5790619228735,765.0
145.0582883156641,1196.4603450526306,765.0
144.8110296445214,1196.5276562423032,765.0
144.28063099491965,1195.793768335723,765.0
145.24498964743722,1196.1662842025378,765.0
145.066511046562,1196.0589273022704,765.0
144.79925165024736,1195.7984634633851,765.0
144.82733020611454,1196.0766786600573,765.0
145.17440857963774,1196.6786349346219,765.0
144.3651016634098,1195.8164585330958,765.0
144.77041525068873,1196.5706125807249,765.0
144.35333297006966,1196.4083207272693,765.0
